ranking_companies,unicorn,date_joined,country,city,industry,selected_investors,value,lat,lng,capital,population,id_city,year
586,Iluvatar CoreX,2021-03-01,China,Shanghai,Hardware,"Centurium Capital, Cedarlake Capital, Unicom Innovation Venture Capital",1.55,31.1667,121.4667,admin,22120000.0,1156073548,2021
587,Wenheyou,2021-04-17,China,Changsha,Other,"Sequoia Capital China, Warburg Pincus, IDG Capital",1.55,28.1987,112.9709,admin,8394500.0,1156961497,2021
588,Kitopi,2021-07-01,United Arab Emirates,Dubai,"Supply chain, logistics, & delivery","CE-Ventures, BECO Capital, Nordstar",1.55,25.2697,55.3094,admin,2502715.0,1784736618,2021
589,Loom,2021-05-20,United States,San Francisco,Internet software & services,"Kleiner Perkins Caufield & Byers, Sequoia Capital, General Catalyst",1.53,37.7562,-122.443,,3592294.0,1840021543,2021
590,Ximalaya FM,2017-09-22,China,Shanghai,Mobile & telecommunications,"China Creation Ventures, Sierra Ventures, Xingwang Investment Management",1.52,31.1667,121.4667,admin,22120000.0,1156073548,2017
591,Carzone,2019-03-01,China,Nanjing,E-commerce & direct-to-consumer,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",1.52,32.05,118.7667,admin,7496000.0,1156644065,2019
592,Mu Sigma,2013-02-07,United States,Northbrook,Data management & analytics,"Sequoia Capital, General Atlantic",1.5,39.2467,-84.5796,,10684.0,1840034123,2013
593,Kushki,2022-06-07,Ecuador,Quito,Fintech,"Clocktower Technology Ventures, DILA Capital, Kaszek Ventures",1.5,-0.2186,-78.5097,primary,2011388.0,1218441993,2022
594,TuJia,2015-06-17,China,Beijing,Travel,"GGV Capital, QiMing Venture Partnersl",1.5,39.905,116.3914,primary,19433000.0,1156228865,2015
595,Mofang Living,2016-04-13,China,Shanghai,E-commerce & direct-to-consumer,"Warburg Pincus, Aviation Industry Corporation of China",1.5,31.1667,121.4667,admin,22120000.0,1156073548,2016
596,Gett,2016-05-24,United Kingdom,London,Auto & transportation,"Volkswagen, Access Industries, Vostok New Ventures",1.5,51.5072,-0.1275,primary,10979000.0,1826645935,2016
597,DT Dream,2017-06-08,China,Hangzhou,Data management & analytics,"Alibaba Group, China Everbright Investment Management, Yinxinggu Capital",1.5,30.25,120.1675,admin,6446000.0,1156275243,2017
598,Changingedu,2017-10-30,China,Shanghai,Edtech,"Trustbridge Partners, IDG Capital, Sequoia Capital China",1.5,31.1667,121.4667,admin,22120000.0,1156073548,2017
599,XiaoZhu,2017-11-01,China,Beijing,Travel,"Morningside Ventures, Capital Today, JOY Capital",1.5,39.905,116.3914,primary,19433000.0,1156228865,2017
600,JOLLY Information Technology,2018-05-29,China,Hangzhou,E-commerce & direct-to-consumer,"Legend Capital, CDH Investments, Sequoia Capital China",1.5,30.25,120.1675,admin,6446000.0,1156275243,2018
601,Yijiupi,2018-09-20,China,Beijing,Consumer & retail,"Source Code Capital, Meituan Dianping, Tencent Holdings",1.5,39.905,116.3914,primary,19433000.0,1156228865,2018
602,Cambridge Mobile Telematics,2018-12-19,United States,Cambridge,Mobile & telecommunications,SoftBank Group,1.5,42.3759,-71.1185,,118927.0,1840000429,2018
603,Collective Health,2019-06-17,United States,San Francisco,Fintech,"New Enterprise Associates, Founders Fund, Google Ventures",1.5,37.7562,-122.443,,3592294.0,1840021543,2019
604,Strava,2020-11-16,United States,San Francisco,Internet software & services,"Jackson Square Ventures, Madrone Capital Partners, Sequoia Capital",1.5,37.7562,-122.443,,3592294.0,1840021543,2020
605,Zenoti,2020-12-15,United States,Bellevue,Internet software & services,"Norwest Venture Partners, Accel, Tiger Global Management",1.5,47.5951,-122.1535,,148164.0,1840018417,2020
606,K Health,2021-01-19,United States,New York,Health,"Max Ventures, Mangrove Capital Partners, 14W",1.5,40.6943,-73.9249,,18713220.0,1840034016,2021
607,Uplight,2021-03-03,United States,Boulder,Other,"Rubicon Technology Partners, Max Ventures, Inclusive Capital Partners",1.5,40.0249,-105.2523,,124345.0,1840018774,2021
608,ID.me,2021-03-19,United States,McLean,Cybersecurity,"Moonshots Capital, BoxGroup, Blu Venture Investors",1.5,38.9436,-77.1943,,47682.0,1840006018,2021
609,Snapdocs,2021-05-25,United States,San Francisco,Fintech,"Sequoia Capital, Y Combinator, F-Prime Capital",1.5,37.7562,-122.443,,3592294.0,1840021543,2021
610,Chipper Cash,2021-05-31,United States,San Francisco,Fintech,"Deciens Capital, Bezos Expeditions, 500 Startups",2.0,37.7562,-122.443,,3592294.0,1840021543,2021
611,Ledger,2021-06-10,France,Paris,Hardware,"Digital Currency Group, Draper Esprit, Korelya Capital",1.5,48.8566,2.3522,primary,11020000.0,1250015082,2021
612,Next Silicon,2021-06-14,Israel,Tel Aviv-Yafo,Hardware,"Amiti Ventures, Playground Global, Aleph",1.5,32.08,34.78,admin,451523.0,1376401542,2021
613,YunQuNa,2021-06-29,China,Shanghai,"Supply chain, logistics, & delivery","Source Code Capital, Coatue Management, DCM Ventures",1.5,31.1667,121.4667,admin,22120000.0,1156073548,2021
614,impact.com,2021-07-13,United States,Santa Barbara,Internet software & services,"Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners",1.5,34.4285,-119.7202,,202401.0,1840021829,2021
615,SmartRecruiters,2021-07-20,United States,San Francisco,Internet software & services,"Mayfield Fund, Insight Partners, Rembrandt Venture Partners",1.5,37.7562,-122.443,,3592294.0,1840021543,2021
616,NotCo,2021-07-26,Chile,Santiago,Artificial Intelligence,"Kaszek Ventures, SOSV, Tiger Global Management",1.5,-33.45,-70.6667,primary,7007000.0,1152554349,2021
617,Culture Amp,2021-07-29,Australia,Richmond,Internet software & services,"Felicis Ventures, Index Ventures, Blackbird Ventures",1.5,-33.5983,150.7511,,5482.0,1036934091,2021
618,TaxBit,2021-08-04,United States,Draper,Fintech,"Insight Partners, Coinbase Ventures, PayPal Ventures",1.5,40.4957,-111.8605,,48587.0,1840018747,2021
619,Pacaso,2021-03-24,United States,Cincinnati,Fintech,"Global Founders Capital, Shea Ventures, Greycroft",1.5,39.1413,-84.5061,,1662691.0,1840003814,2021
620,1047 Games,2021-09-14,United States,Carson City,Internet software & services,"VGames, Lakestar, Galaxy Interactive",1.5,39.1512,-119.7474,admin,58756.0,1840003826,2021
621,Matillion,2021-09-15,United Kingdom,Altrincham,Data management & analytics,"Scale Venture Partners, Sapphire Ventures, Battery Ventures",1.5,53.3838,-2.3547,,52419.0,1826280426,2021
622,Persona,2021-09-15,United States,San Francisco,Cybersecurity,"Coatue Management, Index Ventures, Founders Fund",1.5,37.7562,-122.443,,3592294.0,1840021543,2021
623,Whatnot,2021-09-16,United States,Marina del Rey,E-commerce & direct-to-consumer,"Y Combinator, Andreessen Horowitz, Wonder Ventures",1.5,33.9765,-118.4486,,9852.0,1840017920,2021
624,Ascend Money,2021-09-27,Thailand,Bangkok,Fintech,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",1.5,13.75,100.5167,primary,17066000.0,1764068610,2021
625,Andela,2021-09-29,United States,New York,Internet software & services,"Spark Capital, Google Ventures, CRE Venture Capital",1.5,40.6943,-73.9249,,18713220.0,1840034016,2021
626,Built,2021-09-30,United States,Nashville,Internet software & services,"Nyca Partners, Index Ventures, Technology Crossover Ventures",1.5,36.1715,-86.7843,admin,1081903.0,1840036155,2021
627,candy.com,2021-10-21,United States,New York,Fintech,"Insight Partners, Softbank Group, Connect Ventures",1.5,40.6943,-73.9249,,18713220.0,1840034016,2021
628,CoinList,2021-10-15,United States,San Francisco,Fintech,"Accomplice, Polychain Capital, GoldenTree Asset Management",1.5,37.7562,-122.443,,3592294.0,1840021543,2021
629,Lusha,2021-11-10,United States,New York,Internet software & services,"PSG, ION Crossover Partners",1.5,40.6943,-73.9249,,18713220.0,1840034016,2021
630,CureFit,2021-11-10,India,Bangalore,Health,"Chiratae Ventures, Accel, Kalaari Capital",1.5,12.9699,77.598,admin,13707000.0,1356410365,2021
631,Solugen,2021-09-10,United States,Houston,Other,"Fifty Years Fund, Refactor Capital, Temasek",1.5,29.7863,-95.3889,,5464251.0,1840020925,2021
632,Olist,2021-12-15,Brazil,Curitiba,E-commerce & direct-to-consumer,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund",1.5,-25.4297,-49.2719,admin,1879355.0,1076701712,2021
633,Paradox,2021-12-27,United States,Scottsdale,Internet software & services,"Brighton Park Capital, Blue Cloud Ventures, Workday Ventures",1.5,33.6872,-111.8651,,258069.0,1840021940,2021
634,Airbyte,2021-12-17,United States,San Francisco,Internet software & services,"Accel, Benchmark, SV Angel",1.5,37.7562,-122.443,,3592294.0,1840021543,2021
635,StoreDot,2022-01-04,Israel,Herzliyya,Other,"Samsung Ventures, SingulariTeam, BP Ventures",1.5,32.1556,34.8422,,93989.0,1376303805,2022
636,Il Makiage,2022-01-10,United States,New York,E-commerce & direct-to-consumer,"L Catterton, Franklin Templeton, First Light Capital Group",1.5,40.6943,-73.9249,,18713220.0,1840034016,2022
637,Spendesk,2022-01-18,France,Paris,Fintech,"Index Ventures, Eight Roads Ventures, General Atlantic",1.5,48.8566,2.3522,primary,11020000.0,1250015082,2022
638,Veriff,2022-01-26,Estonia,Tallinn,Artificial Intelligence,"Accel, Institutional Venture Partners, Tiger Global Management",1.5,59.4372,24.745,primary,438341.0,1233260021,2022
639,Athelas,2022-01-31,United States,Mountain View,Health,"Sequoia Capital, General Catalyst, 	Human Capital",1.5,37.4,-122.0796,,82739.0,1840020332,2022
640,ElasticRun,2022-02-07,India,Pune,"Supply chain, logistics, & delivery","Kalaari Capital, Norwest Venture Partners, Prosus Ventures",1.5,18.5196,73.8553,,7764000.0,1356081074,2022
641,Veho,2021-12-21,United States,Boulder,"Supply chain, logistics, & delivery","General Catalyst, Origin Ventures, Fontinalis Partners",1.5,40.0249,-105.2523,,124345.0,1840018774,2021
642,Temporal,2022-02-16,United States,Bellevue,Internet software & services,"Amplify Partners, Addition, Madrona Venture Group",1.5,47.5951,-122.1535,,148164.0,1840018417,2022
643,Fabric,2022-02-24,United States,Bellevue,E-commerce & direct-to-consumer,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures",1.5,47.5951,-122.1535,,148164.0,1840018417,2022
644,Zeta,2021-05-24,United States,San Francisco,Fintech,"Sodexo Ventures, SoftBank Group",1.5,37.7562,-122.443,,3592294.0,1840021543,2021
645,Boba,2022-04-05,United States,San Francisco,Fintech,"DeFi Technologies, Hypersphere Ventures, M13",1.5,37.7562,-122.443,,3592294.0,1840021543,2022
646,Upside,2022-04-26,United States,Washington,Mobile & telecommunications,"Bessemer Venture Partners, Builders VC, General Catalyst",1.5,38.9047,-77.0163,primary,5379184.0,1840006060,2022
647,Mashgin,2022-05-09,United States,Palo Alto,Artificial Intelligence,"New Enterprise Associates, Matrix Partmers, Susa Ventures",1.5,37.3913,-122.1468,,65364.0,1840020333,2022
648,Dock,2022-05-12,Brazil,Sao Paulo,Fintech,"Viking Global Investors, Riverwood Capital, Lightrock",1.5,-23.5504,-46.6339,admin,22046000.0,1076532519,2022
649,Prometheus,2021-09-23,United States,Santa Cruz,Other,"BMW i Ventures, Metaplanet, Maersk Growth",1.5,36.9789,-122.0346,,176428.0,1840021579,2021
650,Yipin Shengxian,2019-03-11,China,Hefei,E-commerce & direct-to-consumer,"Eastern Bell Capital, Capital Today, Longzhu Capital",1.49,31.8639,117.2808,admin,7457027.0,1156332710,2019
651,Bordrin Motors,2019-06-03,China,Shanghai,Auto & transportation,"China Grand Prosperity Investment, CSC Group",1.48,31.1667,121.4667,admin,22120000.0,1156073548,2019
652,Shukun Technology,2021-08-16,China,Beijing,Artificial Intelligence,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",1.46,39.905,116.3914,primary,19433000.0,1156228865,2021
653,Coocaa,2018-03-16,China,Shenzhen,Hardware,"Baidu, Tencent Holdings",1.45,22.535,114.054,minor,15929000.0,1156158707,2018
654,Juma Peisong,2018-11-26,China,Chengdu,"Supply chain, logistics, & delivery","Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital",1.45,30.66,104.0633,admin,11309000.0,1156421555,2018
655,Ouyeel,2019-06-27,China,Shanghai,Internet software & services,Taigang Venture Capital,1.45,31.1667,121.4667,admin,22120000.0,1156073548,2019
656,Gymshark,2020-08-14,United Kingdom,Solihull,E-commerce & direct-to-consumer,General Atlantic,1.45,52.413,-1.778,,123187.0,1826720500,2020
657,M1,2021-07-14,United States,Chicago,Fintech,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",1.45,41.8373,-87.6862,,8604203.0,1840000494,2021
658,Aleo,2022-02-07,United States,San Francisco,Cybersecurity,"Slow Ventures, Andreessen Horowitz, SoftBank Group",1.45,37.7562,-122.443,,3592294.0,1840021543,2022
659,Einride,2021-12-31,Sweden,Stockholm,Auto & transportation,"Temasek,	BUILD Capital Partners, 	Northzone Ventures",1.44,59.3294,18.0686,primary,972647.0,1752425602,2021
660,Justworks,2020-01-28,United States,New York,Internet software & services,"Index Ventures, Thrive Capital, Bain Capital Ventures",1.43,40.6943,-73.9249,,18713220.0,1840034016,2020
661,Valgen Medtech,2021-05-06,China,Hangzhou,Health,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",1.43,30.25,120.1675,admin,6446000.0,1156275243,2021
662,SonderMind,2021-07-28,United States,Denver,Health,"Kickstart Fund, General Catalyst, Drive Capital",1.42,39.7621,-104.8759,admin,2876625.0,1840018789,2021
663,Papa,2021-11-04,United States,Miami,Health,"Initialized Capital, Canaan Partners, Sound Ventures",1.4,25.7839,-80.2102,,6445545.0,1840015149,2021
664,Figment,2021-12-20,Canada,Toronto,Internet software & services,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",1.4,43.7417,-79.3733,,5429524.0,1124279679,2021
665,Envoy,2022-01-11,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",1.4,37.7562,-122.443,,3592294.0,1840021543,2022
666,Deliverect,2022-01-24,Belgium,Gent,Fintech,"Newion Partners, SmartFin Capital, OMERS Ventures",1.4,51.0536,3.7253,minor,262219.0,1056062897,2022
667,SparkCognition,2022-01-25,United States,Austin,Artificial Intelligence,"March Capital Partners, Temasek, Doha Venture Capital",1.4,30.3004,-97.7522,admin,1687311.0,1840019590,2022
668,Firebolt,2022-01-26,Israel,Tel Aviv-Yafo,Data management & analytics,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",1.4,32.08,34.78,admin,451523.0,1376401542,2022
669,Koudai,2014-10-23,China,Beijing,E-commerce & direct-to-consumer,"New Enterprise Associates, Tiger Global management, Tencent",1.4,39.905,116.3914,primary,19433000.0,1156228865,2014
670,Symphony,2017-05-16,United States,New York,Fintech,"BNP Paribas, Goldman Sachs, Google",1.4,40.6943,-73.9249,,18713220.0,1840034016,2017
671,Yidian Zixun,2017-10-17,China,Beijing,Mobile & telecommunications,"Phoenix New Media, Tianjin Haihe Industry Fund",1.4,39.905,116.3914,primary,19433000.0,1156228865,2017
672,Cabify,2018-01-22,Spain,Madrid,Auto & transportation,"Seaya Ventures, Otter Rock Capital, Rakuten",1.4,40.4167,-3.7167,primary,6026000.0,1724616994,2018
673,Hive Box,2018-01-23,China,Shenzhen,"Supply chain, logistics, & delivery","Eastern Bell Capital, SF Holding Co, STO Express",1.4,22.535,114.054,minor,15929000.0,1156158707,2018
674,Deezer,2018-08-02,France,Paris,Internet software & services,"Orange Digital Ventures, Access Industries",1.4,48.8566,2.3522,primary,11020000.0,1250015082,2018
675,Away,2019-05-15,United States,New York,E-commerce & direct-to-consumer,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",1.4,40.6943,-73.9249,,18713220.0,1840034016,2019
676,Kong,2020-12-31,United States,San Francisco,Internet software & services,"New Enterprise Associates, CRV, Index Ventures",1.4,37.7562,-122.443,,3592294.0,1840021543,2020
677,Epidemic Sound,2021-03-11,Sweden,Stockholm,Internet software & services,"EQT Partners, Blackstone",1.4,59.3294,18.0686,primary,972647.0,1752425602,2021
678,Yotpo,2021-03-18,United States,New York,Internet software & services,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",1.4,40.6943,-73.9249,,18713220.0,1840034016,2021
679,Rebel Foods,2021-10-07,India,Pune,E-commerce & direct-to-consumer,"Sequoia Capital India, Lightbox Ventures, Coatue Management",1.4,18.5196,73.8553,,7764000.0,1356081074,2021
680,Coda,2021-07-08,United States,Mountain View,Internet software & services,"Greylock Partners, General Catalyst, Khosla Ventures",1.4,37.4,-122.0796,,82739.0,1840020332,2021
681,Five Star Business Finance,2021-03-26,India,Chennai,Other,"Sequoia Capital India, Tiger Global Management, Tencent",1.4,13.0825,80.275,admin,11324000.0,1356374944,2021
682,Stash,2021-02-03,United States,New York,Fintech,"Goodwater Capital, Entree Capital, Valar Ventures",1.4,40.6943,-73.9249,,18713220.0,1840034016,2021
683,Rad Power Bikes,2021-10-28,United States,Seattle,Auto & transportation,"Durable Capital Partners, Cercano Management, 	T. Rowe Price",1.4,47.6211,-122.3244,,3789215.0,1840021117,2021
684,Clarify Health,2022-04-05,United States,San Francisco,Health,"KKR, Aspenwood Ventures, Spark Capital",1.4,37.7562,-122.443,,3592294.0,1840021543,2022
685,Bucketplace,2022-05-09,"Korea, South",Seoul,E-commerce & direct-to-consumer,"IMM Investment, Mirae Asset Capital, BOND",1.4,37.56,126.99,primary,21794000.0,1410836482,2022
686,Paddle,2022-05-09,United Kingdom,London,Fintech,"Notion Capital, Kindred Capital, BGF Ventures",1.4,51.5072,-0.1275,primary,10979000.0,1826645935,2022
687,Phenom People,2021-04-07,United States,Ambler,Internet software & services,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",1.4,40.1564,-75.2215,,6491.0,1840003693,2021
688,GupShup,2021-04-08,United States,San Francisco,Internet software & services,"Helion Venture Partners, Tiger Global management, CRV",1.4,37.7562,-122.443,,3592294.0,1840021543,2021
689,Degreed,2021-04-13,United States,Pleasanton,Edtech,"Signal Peak Ventures, Owl Ventures, Jump Capital",1.4,37.6663,-121.8805,,81777.0,1840020298,2021
690,Astranis Space Technologies,2021-04-14,United States,San Francisco,Mobile & telecommunications,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",1.4,37.7562,-122.443,,3592294.0,1840021543,2021
691,Scalable Capital,2021-06-08,Germany,Munich,Fintech,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",1.4,48.1372,11.5755,admin,1471508.0,1276692352,2021
692,VideoAmp,2021-10-21,United States,Los Angeles,Internet software & services,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",1.4,34.1139,-118.4068,,12750807.0,1840020491,2021
693,Panther Labs,2021-12-02,United States,San Francisco,Cybersecurity,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",1.4,37.7562,-122.443,,3592294.0,1840021543,2021
694,Salt Security,2022-02-10,United States,Palo Alto,Cybersecurity,"Y Combinator, S Capital, Tenaya Capital",1.4,37.3913,-122.1468,,65364.0,1840020333,2022
695,Tripledot,2022-02-14,United Kingdom,London,Mobile & telecommunications,"Lightspeed Venture Partners, Access Industries, Eldridge",1.4,51.5072,-0.1275,primary,10979000.0,1826645935,2022
696,Veepee,2007-07-02,France,Saint-Denis,E-commerce & direct-to-consumer,"Summit Partners, Qatar Holding",1.38,48.9356,2.3539,minor,111135.0,1250935115,2007
697,Neon,2022-02-14,Brazil,Sao Paulo,Fintech,"Propel Venture Partners, Monashees+, BBVA",1.38,-23.5504,-46.6339,admin,22046000.0,1076532519,2022
698,Movable Ink,2022-04-28,United States,New York,Internet software & services,"Contour Venture Partners, Intel Capital, Silver Lake",1.36,40.6943,-73.9249,,18713220.0,1840034016,2022
699,DeepBlue Technology,2018-04-16,China,Shanghai,Artificial Intelligence,"DESUN Capital, Yunfeng Capital, Meridian Capital",1.35,31.1667,121.4667,admin,22120000.0,1156073548,2018
700,Klook,2018-08-07,Hong Kong,Hong Kong,Travel,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",1.35,22.305,114.185,primary,7347000.0,1344982653,2018
701,Yaoshibang,2021-06-15,China,Guangzhou,Health,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",1.35,23.1288,113.259,admin,20902000.0,1156237133,2021
702,Alloy,2021-09-30,United States,New York,Fintech,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",1.35,40.6943,-73.9249,,18713220.0,1840034016,2021
703,Epirus,2022-02-14,United States,Hawthorne,Other,"8VC, Bedrock Capital, Broom Ventures",1.35,33.9146,-118.3476,,86068.0,1840020486,2022
704,Signifyd,2021-04-15,United States,San Jose,Fintech,"Menlo Ventures, Resolute Ventures, IA Ventures",1.34,37.3019,-121.8486,,1798103.0,1840021570,2021
705,Motorway,2021-11-29,United Kingdom,London,E-commerce & direct-to-consumer,"Marchmont Ventures, BMW i Ventures, Index Ventures",1.33,51.5072,-0.1275,primary,10979000.0,1826645935,2021
706,RIDI,2022-01-24,"Korea, South",Seoul,E-commerce & direct-to-consumer,"Atinum Investment, Company K Partners, GIC",1.33,37.56,126.99,primary,21794000.0,1410836482,2022
707,Flipboard,2015-07-22,United States,Palo Alto,Internet software & services,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",1.32,37.3913,-122.1468,,65364.0,1840020333,2015
708,Grove Collaborative,2019-09-06,United States,San Francisco,E-commerce & direct-to-consumer,"MHS Capital, NextView Ventures, Mayfield Fund",1.32,37.7562,-122.443,,3592294.0,1840021543,2019
709,GPclub,2018-10-22,"Korea, South",Seoul,Other,Goldman Sachs,1.32,37.56,126.99,primary,21794000.0,1410836482,2018
710,Tongdun Technology,2019-04-25,China,Hangzhou,Cybersecurity,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",1.32,30.25,120.1675,admin,6446000.0,1156275243,2019
711,Athletic Greens,2022-01-25,United States,New York,Health,"SC.Holdings, Not Boring Capital, Bolt Ventures",1.32,40.6943,-73.9249,,18713220.0,1840034016,2022
712,Unisound,2018-07-19,China,Beijing,Artificial Intelligence,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",1.31,39.905,116.3914,primary,19433000.0,1156228865,2018
713,Alzheon,2020-09-30,United States,Framingham,Health,"ARCH Venture Partners, Ally Bridge Group",1.31,42.3085,-71.4368,,74416.0,1840003131,2020
714,HeartFlow,2017-12-04,United States,Redwood City,Health,"BlueCross BlueShield Venture Partners, US Venture Partners",1.3,37.5026,-122.2252,,85925.0,1840020304,2017
715,The Brandtech Group,2019-11-19,United States,New York,Other,Undisclosed,1.3,40.6943,-73.9249,,18713220.0,1840034016,2019
716,InSightec,2020-03-06,Israel,Tirat Karmel,Health,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",1.3,32.7667,34.9667,,22200.0,1376894717,2020
717,Everly Health,2020-12-03,United States,Austin,E-commerce & direct-to-consumer,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",1.3,30.3004,-97.7522,admin,1687311.0,1840019590,2020
718,Manner,2020-12-24,China,Shanghai,Other,"Coatue Management, H Capital, Capital Today",1.3,31.1667,121.4667,admin,22120000.0,1156073548,2020
719,TalkingData,2021-01-06,China,Beijing,Mobile & telecommunications,"N5 Capital, CR Capital Mgmt, JD Digits",1.3,39.905,116.3914,primary,19433000.0,1156228865,2021
720,DistroKid,2021-08-16,United States,New York,Internet software & services,"Insight Partners, Silversmith Capital Partners, Spotify",1.3,40.6943,-73.9249,,18713220.0,1840034016,2021
721,Konfio,2021-09-29,Mexico,Mexico City,Fintech,"Kaszek Ventures, QED Investors, International Finance Corporation",1.3,19.4333,-99.1333,primary,20996000.0,1484247881,2021
722,Betterment,2021-09-29,United States,New York,Fintech,"Bessemer Venture Partners, Menlo Ventures, Anthermis",1.3,40.6943,-73.9249,,18713220.0,1840034016,2021
723,Flock Freight,2021-10-20,United States,Encinitas,"Supply chain, logistics, & delivery","SignalFire, GLP Capital Partners, Google Ventures",1.3,33.049,-117.2613,,62709.0,1840020619,2021
724,YugaByte,2021-10-28,United States,Sunnyvale,Data management & analytics,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",1.3,37.3836,-122.0256,,152703.0,1840021573,2021
725,Lukka,2022-01-14,United States,New York,Fintech,"Liberty City Ventures, Soros Fund Management, Summer Capital",1.3,40.6943,-73.9249,,18713220.0,1840034016,2022
726,TravelPerk,2022-01-12,Spain,Barcelona,Travel,"LocalGlobe, Kinnevik, Felix Capital",1.3,41.3825,2.1769,admin,4588000.0,1724594040,2022
727,iTrustCapital,2022-01-11,United States,Long Beach,Fintech,"Left Lane Capital, Walden Venture Capital",1.3,33.7981,-118.1675,,462628.0,1840020490,2022
728,Domestika,2022-01-27,United States,Berkeley,Internet software & services,"Zeev Ventures, GSV Ventures",1.3,37.8723,-122.276,,121363.0,1840018914,2022
729,CoinTracker,2022-01-27,United States,San Francisco,Fintech,"Initialized Capital, General Catalyst, Kraken Ventures",1.3,37.7562,-122.443,,3592294.0,1840021543,2022
730,Loadsmart,2022-02-01,United States,New York,"Supply chain, logistics, & delivery","Chromo Invest, Maersk Growth, BlackRock",1.3,40.6943,-73.9249,,18713220.0,1840034016,2022
731,TUNGEE,2021-12-15,China,Guangzhou,Artificial Intelligence,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",1.3,23.1288,113.259,admin,20902000.0,1156237133,2021
732,CredAvenue,2022-03-07,India,Chennai,Fintech,"Insight Partners, B Capital Group, 	Lightspeed Venture Partners",1.3,13.0825,80.275,admin,11324000.0,1356374944,2022
733,LinkTree,2022-03-16,Australia,Melbourne,Internet software & services,"AirTree Ventures, Insight Partners, Index Ventures",1.3,-37.8136,144.9631,admin,5078193.0,1036533631,2022
734,Island,2022-03-23,United States,Dallas,Internet software & services,"Insight Partners, Sequoia Capital, Stripes Group",1.3,32.7936,-96.7662,,5743938.0,1840019440,2022
735,Clipboard Health,2022-02-01,United States,San Francisco,Internet software & services,"Caffeinated Capital, Initialized Capital, Y Combinator",1.3,37.7562,-122.443,,3592294.0,1840021543,2022
736,Biofourmis,2022-04-26,United States,Boston,Health,"General Atlantic, CVS Health, MassMutual Ventures",1.3,42.3188,-71.0846,admin,4688346.0,1840000455,2022
737,STORD,2021-09-13,United States,Atlanta,"Supply chain, logistics, & delivery","Dynamo VC, Susa Ventures, Founders Fund",1.3,33.7627,-84.4224,admin,5449398.0,1840013660,2021
738,Optibus,2022-05-16,Israel,Tel Aviv-Yafo,"Supply chain, logistics, & delivery","Bessemer Venture Partners, Insight Partners, Pitango Venture Capital",1.3,32.08,34.78,admin,451523.0,1376401542,2022
739,Intercom,2018-03-27,United States,San Francisco,Internet software & services,"FirstMark Capital, Tiger Global Management",1.28,37.7562,-122.443,,3592294.0,1840021543,2018
740,OVO Energy,2019-02-14,United Kingdom,Bristol,Other,"Mitsubishi Corporation, Mayfair Equity Partners",1.28,51.45,-2.5833,,724000.0,1826921049,2019
741,Huisuanzhang,2021-05-24,China,Beijing,Fintech,"IDG Capital, Gaocheng Capital, Chuanrong Capital",1.28,39.905,116.3914,primary,19433000.0,1156228865,2021
742,WTOIP,2018-04-08,China,Guangzhou,Internet software & services,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",1.27,23.1288,113.259,admin,20902000.0,1156237133,2018
743,Greater Bay Technology,2022-04-02,China,Guangzhou,Hardware,"Tencent Holdings, Utrust Venture Capital, GF Xinde Investment Management Co.",1.26,23.1288,113.259,admin,20902000.0,1156237133,2022
744,BigID,2020-12-16,United States,New York,Cybersecurity,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",1.25,40.6943,-73.9249,,18713220.0,1840034016,2020
745,Kuaikan Manhua,2017-12-01,China,Beijing,Internet software & services,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",1.25,39.905,116.3914,primary,19433000.0,1156228865,2017
